[00:00.000 --> 00:02.000]  Abonnez-vous !
[01:41:02.000 --> 01:41:06.000]  Je vais regarder si nous même on l'a reçu.
[01:41:06.000 --> 01:41:09.000]  Je garde juste pour Philippe, attention ne me faites pas le coup de et moi et moi et moi.
[01:41:09.000 --> 01:41:13.000]  Je regarde juste pour Philippe parce que ça m'intrigue.
[01:41:20.000 --> 01:41:23.000]  C'est bizarre quand même, bien entendu ça cherche.
[01:41:23.000 --> 01:41:26.000]  Et ça ne trouve pas, voilà Philippe, vous êtes là.
[01:41:34.000 --> 01:41:39.000]  Vous nous avez transmis, ah oui, facture CCI 2022, je l'ai là.
[01:41:39.000 --> 01:41:47.000]  J'ai votre RCP 2023, je l'ai là, mais je n'ai pas votre carte, ça veut dire que tout simplement la CCI ne nous l'a jamais envoyé.
[01:41:47.000 --> 01:41:49.000]  C'est aussi simple que ça.
[01:41:50.000 --> 01:41:52.000]  Pouvez-vous nous délivrer directement une attestation ?
[01:41:52.000 --> 01:41:56.000]  Ah c'est la CCI qui bloque on me dit là, Mathieu me dit la CCI bloque votre dossier.
[01:41:56.000 --> 01:41:59.000]  Pourquoi j'en sais rien, voyez avec l'animation Philippe.
[01:41:59.000 --> 01:42:02.000]  Pouvez-vous nous délivrer directement une attestation ?
[01:42:02.000 --> 01:42:03.000]  Ça serait plus simple.
[01:42:03.000 --> 01:42:04.000]  Bah non, on n'est pas dédité à le faire.
[01:42:04.000 --> 01:42:06.000]  Ah Julia est dans la même situation.
[01:42:06.000 --> 01:42:09.000]  C'est la CCI qui bloque pour vous comme pour Julia.
[01:42:09.000 --> 01:42:12.000]  Non, on ne peut pas vous délivrer directement une attestation, c'est la CCI qui veut le faire.
[01:42:12.000 --> 01:42:14.000]  On n'a pas le droit nous de le faire.
[01:42:14.000 --> 01:42:16.000]  On n'a pas le droit du tout, du tout, du tout.
[01:42:16.000 --> 01:42:21.000]  Alors, voyez avec l'animation, parce que là je n'ai pas les détails de tout ça.
[01:42:21.000 --> 01:42:30.000]  Donc, également, vous tenez à disposition de votre mandant ou de toutes les autres parties aux opérations,
[01:42:30.000 --> 01:42:32.000]  c'est à dire les acquéreurs et éventuellement les notaires.
[01:42:32.000 --> 01:42:34.000]  Les notaires ne sont pas des parties à l'opération.
[01:42:34.000 --> 01:42:38.000]  Les seuls partis à l'opération, je ne les pense que les vendeurs, enfin les vendeurs et les acquéreurs.
[01:42:38.000 --> 01:42:43.000]  Mais les notaires interviennent quand même dans l'opération.
[01:42:43.000 --> 01:42:48.000]  L'identité des personnes qui interviennent dans l'exécution des missions qui leur ont été confiées.
[01:42:48.000 --> 01:42:51.000]  C'est-à-dire que lorsque vous faites intervenir d'autres personnes,
[01:42:51.000 --> 01:42:56.000]  on voyait juste au-dessus par exemple un spécialiste, un avocat qui interviendra pour un fonds de commerce,
[01:42:56.000 --> 01:43:00.000]  on doit dire qui intervient, à quel titre, quand, comment, pourquoi.
[01:43:00.000 --> 01:43:02.000]  Transparence totale là-dessus.
[01:43:02.000 --> 01:43:09.000]  Communiquer à première demande, on n'attend pas d'avoir été relancé 50 fois, les coordonnées de l'assureur.
[01:43:09.000 --> 01:43:13.000]  Donc dès qu'un client vous dit, est-ce que vous êtes bien assuré ?
[01:43:13.000 --> 01:43:16.000]  Oui, je suis assuré chez Alliance, à tel endroit, de telle manière.
[01:43:16.000 --> 01:43:18.000]  Nous par exemple, c'est sur notre site internet.
[01:43:18.000 --> 01:43:21.000]  Si on va regarder sur alalucarn.com,
[01:43:21.000 --> 01:43:25.000]  hop, ah, là j'écris n'importe quoi.
[01:43:25.000 --> 01:43:31.000]  lucarn.com, dans les mentions légales,
[01:43:31.000 --> 01:43:36.000]  qui sont tout en bas, mention légale,
[01:43:36.000 --> 01:43:38.000]  vous trouverez notre assureur,
[01:43:38.000 --> 01:43:40.000]  case de garantie, elle est là,
[01:43:40.000 --> 01:43:44.000]  case de garantie SEGA, parce que c'est notre garantie financière, c'est également la SEGA,
[01:43:44.000 --> 01:43:47.000]  qui fait notre RCP et qui intervient en cas de litige.
[01:43:47.000 --> 01:43:49.000]  63 vues de Sufren,
[01:43:49.000 --> 01:43:51.000]  ah, par contre là, il faut qu'on change, c'est pas la bonne adresse,
[01:43:51.000 --> 01:43:54.000]  ils ont changé l'adresse, tiens Mathieu, si vous pouviez noter ça.
[01:43:56.000 --> 01:43:58.000]  Je vais une note, je vous envoie ça vite fait.
[01:43:58.000 --> 01:44:02.000]  Mon cher Mathieu, pour qu'on y pense.
[01:44:02.000 --> 01:44:05.000]  Je sais qu'on l'avait déjà vu ça et qu'on en a déjà parlé,
[01:44:05.000 --> 01:44:08.000]  mais on notera ça, ils ont changé l'adresse,
[01:44:08.000 --> 01:44:11.000]  maintenant ils sont dans le 9e arrondissement rue de Mogador.
[01:44:11.000 --> 01:44:13.000]  Donc nous c'est directement ici,
[01:44:13.000 --> 01:44:18.000]  vous devez transmettre ça à première demande.
[01:44:18.000 --> 01:44:25.000]  Alors attendez, parce que là j'ai ma souris qui ne veut pas aller là où il faut pour donner à Mathieu,
[01:44:25.000 --> 01:44:28.000]  bon c'est pas grave, je vais mettre ça ici.
[01:44:28.000 --> 01:44:33.000]  Donc, dernière chose, lorsqu'elles sont sollicitées pour établir un avis de valeur,
[01:44:33.000 --> 01:44:36.000]  à informer leur client que cet avis ne constitue pas une expertise.
[01:44:36.000 --> 01:44:40.000]  Ça c'est une chose que nous avons déjà étudié de nombreuses fois.
[01:44:40.000 --> 01:44:47.000]  Un avis de valeur, ça n'est pas une estimation, ça n'est pas une expertise.
[01:44:47.000 --> 01:44:53.000]  L'estimation et l'expertise sont rédigées par des experts immobiliers que nous ne sommes pas.
[01:44:53.000 --> 01:44:58.000]  Expert, ça ne veut pas dire, je connais bien mon métier, je suis très très bon.
[01:44:58.000 --> 01:45:03.000]  Non, expert c'est une catégorie juridiquement définie comme telle.
[01:45:03.000 --> 01:45:07.000]  Donc nos avis de valeur ne sont pas des estimations,
[01:45:07.000 --> 01:45:09.000]  on n'a pas le droit d'appeler ça des estimations,
[01:45:09.000 --> 01:45:15.000]  ce ne sont pas non plus des expertises, ça c'est le travail des experts immobiliers.
[01:45:15.000 --> 01:45:17.000]  Ok ?
[01:45:17.000 --> 01:45:19.000]  Article 7, confidentialité.
[01:45:19.000 --> 01:45:24.000]  Dans le cadre de leur obligation de confidentialité prévue à l'article 412 de la loi du 2 janvier 70,
[01:45:24.000 --> 01:45:28.000]  les personnes mentionnées dans l'article 1 font preuve de prudence et de discrétion
[01:45:28.000 --> 01:45:32.000]  dans l'utilisation des données à caractère personnel et des informations relatives à leur mandat
[01:45:32.000 --> 01:45:35.000]  ou à des tiers dont elles prennent connaissance dans l'exercice de leur fonction
[01:45:35.000 --> 01:45:37.000]  ainsi que dans la distribution des éléments relatifs à leur mandat.
[01:45:37.000 --> 01:45:42.000]  Elles veillent à ce que leurs collaborateurs et directeurs d'établissement agissent avec la même prudence et la même discrétion.
[01:45:42.000 --> 01:45:46.000]  Toutefois, elles ne sont pas tenues à cette obligation de confidentialité.
[01:45:46.000 --> 01:45:50.000]  Premièrement, lorsque les dispositions légales ou réglementaires les obligent ou les autorisent à les communiquer,
[01:45:50.000 --> 01:45:53.000]  notamment lorsqu'elles sont tenues de témoignants de justice.
[01:45:53.000 --> 01:45:56.000]  Deuxièmement, lorsque les personnes intéressées les délit de cette obligation.
[01:45:56.000 --> 01:46:00.000]  Troisièmement, dans l'exercice de leur défense en matière judiciaire ou disciplinaire.
[01:46:00.000 --> 01:46:03.000]  Alors, c'est relativement ça.
[01:46:03.000 --> 01:46:08.000]  Dans le cadre de notre activité, on a accès à un certain nombre d'informations très personnelles
[01:46:08.000 --> 01:46:11.000]  sur la situation financière et familiale des gens.
[01:46:11.000 --> 01:46:16.000]  Divorce, naissance, décès, parfois même avec des détails bien grossirants,
[01:46:16.000 --> 01:46:21.000]  notamment sur les prix, combien ont-ils acheté la maison,
[01:46:21.000 --> 01:46:26.000]  combien ont-ils revendredi, ont-ils des dettes auprès des impôts, des machins, des trucs.
[01:46:26.000 --> 01:46:29.000]  Bien entendu, ces informations, nous devons les garder pour nous.
[01:46:29.000 --> 01:46:34.000]  Nous ne les transmettons à personne et nous nous assurons que nos collaborateurs
[01:46:34.000 --> 01:46:37.000]  ne soient pas au courant de ces informations si ça n'est pas nécessaire.
[01:46:37.000 --> 01:46:40.000]  Et lorsqu'ils sont au courant de ces informations parce que c'est nécessaire,
[01:46:40.000 --> 01:46:45.000]  parce que eux-mêmes gardent, j'allais dire gardent le secret,
[01:46:45.000 --> 01:46:49.000]  mais fassent preuve de la même discrétion et de la même retenue.
[01:46:50.000 --> 01:46:55.000]  Il y a des cas dans lesquels, bien entendu, cette obligation de confidentialité est levée.
[01:46:55.000 --> 01:47:00.000]  Premièrement, lorsqu'on doit témoigner en justice,
[01:47:00.000 --> 01:47:05.000]  lorsqu'une loi ou un règlement nous dit « Là, vous devez donner l'information »,
[01:47:05.000 --> 01:47:10.000]  par exemple, lorsque les impôts nous les demandent, ça, ça nous arrive régulièrement.
[01:47:10.000 --> 01:47:16.000]  On a régulièrement des demandes des impôts nous demandant des informations financières fiscales.
[01:47:16.000 --> 01:47:20.000]  Donc, lorsque les impôts ou un tribunal, lorsqu'on doit témoigner en justice,
[01:47:20.000 --> 01:47:24.000]  on doit répondre, on doit éventuellement lever la confidentialité.
[01:47:24.000 --> 01:47:28.000]  Lorsque les personnes intéressées, les délits de cette obligation,
[01:47:28.000 --> 01:47:33.000]  c'est-à-dire lorsque la personne concernée nous autorise à donner cette information,
[01:47:33.000 --> 01:47:40.000]  par exemple, le vendeur nous dit « Oui, oui, vous pouvez parler à l'acquérateur ou au notaire de mon divorce
[01:47:40.000 --> 01:47:43.000]  ou de je ne sais pas quoi, ou du décès de ma grand-mère »,
[01:47:43.000 --> 01:47:47.000]  ils nous autorisent à lever cette obligation.
[01:47:47.000 --> 01:47:51.000]  Troisièmement, dans l'exercice de leur défense en matière judiciaire disciplinaire,
[01:47:51.000 --> 01:47:56.000]  c'est-à-dire lorsque nous-mêmes nous sommes attaqués et que nous devons nous défendre devant une commission disciplinaire
[01:47:56.000 --> 01:48:00.000]  ou devant un tribunal, là, éventuellement, pour assurer notre défense,
[01:48:00.000 --> 01:48:04.000]  nous sommes susceptibles de divulguer ces informations et nous le pouvons.
[01:48:04.000 --> 01:48:09.000]  Article 8, là encore, vous allez voir qu'on revient un petit peu sur quelque chose qu'on a déjà dit plus long,
[01:48:09.000 --> 01:48:12.000]  défense des intérêts en présence.
[01:48:12.000 --> 01:48:14.000]  On a parlé notamment de la loyauté.
[01:48:14.000 --> 01:48:17.000]  Dans l'exercice des missions qui leur sont confiées, les personnes mentionnées dans l'article 1er
[01:48:17.000 --> 01:48:22.000]  promeuvent les intérêts légitimes de leurs mandants dans le respect des droits et intérêts des autres parties
[01:48:22.000 --> 01:48:24.000]  aux opérations pour lesquelles elles ont été mandatées.
[01:48:24.000 --> 01:48:29.000]  Elles s'obligent, premièrement, à ce que les actes sous sein privé qu'elles rédigent expriment les accords intervenus entre les parties
[01:48:29.000 --> 01:48:35.000]  qu'ils assurent sans équivoque aucune leur parfaite information et qu'ils tendent à harmoniser leurs intérêts
[01:48:35.000 --> 01:48:40.000]  sans que l'une d'entre elles en tire seuls les avantages.
[01:48:40.000 --> 01:48:43.000]  On va s'arrêter là, on va aller faire ligne après ligne.
[01:48:43.000 --> 01:48:52.000]  Donc, nous nous assurons à ce que dans tous les actes sous sein privé, c'est-à-dire dans tous les actes que nous rédigeons,
[01:48:52.000 --> 01:48:56.000]  actes sous sein privé s'opposent à actes authentiques.
[01:48:56.000 --> 01:48:58.000]  Nous, nous ne sommes pas habilités à réaliser les actes authentiques.
[01:48:58.000 --> 01:49:03.000]  Les actes authentiques ne sont pas sous sein privé puisqu'ils sont rédigés paramétrairement et ils sont ensuite publiés à la recette des affaires.
[01:49:03.000 --> 01:49:07.000]  Donc, les actes sous sein privé, c'est le moment bas, c'est les offres, c'est vous.
[01:49:07.000 --> 01:49:10.000]  Mais bon, visite, ils sont aussi les actes sous sein privé.
[01:49:10.000 --> 01:49:15.000]  Différentes conventions qu'on pourrait rédiger ou dont nous pourrions recueillir la signature,
[01:49:15.000 --> 01:49:22.000]  nous nous assurons à ce qu'elles expriment vraiment les accords et volontés des vendeurs et acquéreurs,
[01:49:22.000 --> 01:49:25.000]  même si l'acquereur ne nous a pas mandaté.
[01:49:25.000 --> 01:49:28.000]  C'est pour ça que je vous disais, on va reparler de la loyauté qui était au-dessus.
[01:49:28.000 --> 01:49:35.000]  On doit faire attention à ce que sans aucun équivoque, c'est-à-dire sans aucun malentendu,
[01:49:35.000 --> 01:49:41.000]  sans aucune mauvaise compréhension, les gens soient parfaitement vendeurs et acquéreurs,
[01:49:41.000 --> 01:49:48.000]  informés et parfaitement compris ce qui est dans cet acte sous sein privé, ce à quoi ils s'engagent,
[01:49:48.000 --> 01:49:52.000]  et également, excusez-moi, voilà, c'est mon téléphone qui s'est tutut,
[01:49:52.000 --> 01:49:57.000]  et également à ce qu'il n'y ait pas une partie qui tire la couverture à elle,
[01:49:57.000 --> 01:50:03.000]  en particulier le vendeur qui pourrait dire hop hop hop, c'est moi qui vous ai donné mandat.
[01:50:03.000 --> 01:50:09.000]  Donc, vous devez privilégier mon intérêt.
[01:50:09.000 --> 01:50:14.000]  Mais l'acquereur pourrait dire hop hop hop, j'ai pas signé le mandat, mais c'est moi qui paye vos honneuraires.
[01:50:14.000 --> 01:50:19.000]  Vous devez donc privilégier mes intérêts, après tout, c'est moi qui vous paye.
[01:50:19.000 --> 01:50:26.000]  Non, je dois veiller à ce que dans tous les documents, les offres, etc., il n'y en ait pas un qui soit avantagé
[01:50:26.000 --> 01:50:30.000]  et que tous ces actes sous sein privé restent parfaitement équilibrés
[01:50:30.000 --> 01:50:35.000]  et que chacun sache exactement à quoi il s'engage.
[01:50:35.000 --> 01:50:41.000]  Deuxièmement, à faire preuve de prudence en veillant à ne mettre en péril ni la situation de leur mandant,
[01:50:41.000 --> 01:50:46.000]  ni celle des autres partis aux opérations pour lesquelles elles ont été mandatées, ni la leur.
[01:50:46.000 --> 01:50:51.000]  Nous faisons oeuvre, alors on s'arrête là, nous faisons oeuvre de prudence.
[01:50:51.000 --> 01:50:57.000]  On fait attention à ne pas mettre quelqu'un en danger, par exemple financièrement,
[01:50:57.000 --> 01:51:02.000]  parce que c'est précisement, principalement, de ça que nous parlons,
[01:51:02.000 --> 01:51:04.000]  ni pour le mandant, ni les autres.
